siteID,lat,lon,elev,slp,temp,sky,dpt,wx,wdr,wsp
KSAD,32.855,-109.635,962.0,1014.8,19.4,0.0,-8.3,,280.0,4.0
KSAN,32.734,-117.19,12.0,1016.9,22.8,0.25,3.9,,310.0,7.0
KSAT,29.534,-98.47,243.0,1016.3,23.9,0.25,12.8,,190.0,12.0
KSIF,36.433,-79.85,211.0,1010.16,19.8,0.0,-4.6,,290.0,15.0
KSJT,31.358,-100.496,576.0,1013.5,24.4,0.0,1.7,,210.0,18.0
KSLK,44.385,-74.206,498.0,995.94,0.0,0.75,-1.1,-SN,nan,6.0
KSMO,34.016,-118.451,57.0,1016.6,20.6,0.0,1.7,,240.0,6.0
KSMX,34.899,-120.457,74.0,1017.2,23.9,0.5,3.9,,280.0,4.0
K74V,40.283,-110.05,1576.0,1016.26,9.0,0.0,-7.0,,270.0,23.0
KABE,40.652,-75.441,114.0,1002.6,5.6,1.0,-2.8,,240.0,13.0
KACT,31.611,-97.23,151.0,1014.7,25.0,0.0,11.7,,180.0,16.0
KAFP,35.017,-80.083,92.0,1012.87,18.3,0.0,-0.6,,220.0,7.0
KAHN,33.949,-83.326,244.0,1015.5,21.7,0.0,-1.7,,270.0,12.0
KALS,37.435,-105.867,2299.0,1013.7,7.8,0.0,-7.8,,0.0,0.0
KARV,45.928,-89.731,496.0,1003.39,6.7,0.0,0.1,,310.0,8.0
KAVX,33.405,-118.416,482.0,1015.8,21.7,0.0,2.2,,nan,3.0
KBAZ,29.717,-98.05,195.0,1016.8,25.6,0.25,12.8,,200.0,14.0
KBDL,41.939,-72.683,60.0,1000.8,3.3,0.75,-0.6,,190.0,9.0
KBED,42.47,-71.289,50.0,1001.0,6.7,0.5,-2.8,,230.0,11.0
KBGD,35.701,-101.394,927.0,1004.9,22.8,0.0,-7.8,,210.0,14.0
KBHK,46.35,-104.25,902.0,1005.0,2.8,0.25,-4.4,,270.0,24.0
KBKS,27.2,-98.117,34.0,1016.93,26.1,0.5,13.0,,140.0,8.0
KBKT,37.067,-77.95,134.0,1008.47,16.2,0.0,1.4,,270.0,13.0
KBOW,27.943,-81.783,39.0,1017.95,26.0,0.25,12.0,,310.0,7.0
KCAK,40.916,-81.442,377.0,1009.14,6.1,0.75,-0.6,,270.0,19.0
KCLE,41.412,-81.85,233.0,1010.7,5.0,0.5,-0.6,,250.0,17.0
KCLK,35.533,-98.933,492.0,nan,nan,0.0,nan,,nan,nan
KCMH,39.998,-82.892,247.0,1012.4,7.2,0.25,0.6,,280.0,14.0
KCON,43.203,-71.502,103.0,999.7,3.9,0.75,-2.8,,260.0,9.0
KCRP,27.77,-97.501,14.0,1018.0,25.6,0.25,15.0,,130.0,19.0
KCSG,32.516,-84.939,135.0,1017.5,21.7,0.0,-3.3,,300.0,8.0
KEFD,29.607,-95.159,10.0,1018.63,24.0,0.0,4.0,,160.0,12.0
KEKN,38.889,-79.857,603.0,1010.7,10.0,0.75,-2.8,,290.0,16.0
KELP,31.807,-106.378,1197.0,1013.0,20.0,0.25,-11.7,,240.0,9.0
KERI,42.083,-80.174,222.0,1007.8,3.3,1.0,-0.6,,250.0,14.0
KEST,43.4,-94.75,401.0,1004.8,1.7,0.0,-1.1,,150.0,12.0
KEWR,40.693,-74.169,7.0,1002.3,5.0,0.25,0.0,,240.0,10.0
KFFL,41.033,-91.967,244.0,1010.16,8.0,0.0,-1.0,,190.0,6.0
KGGI,41.717,-92.733,307.0,1009.48,7.0,0.0,-0.8,,150.0,7.0
KSTL,38.749,-90.37,171.0,1012.6,17.8,0.25,1.1,,150.0,10.0
KSUW,46.683,-92.1,206.0,1004.74,5.1,0.0,-2.8,,270.0,7.0
KTEB,40.85,-74.061,7.0,1002.1,5.0,1.0,0.0,-DZ,230.0,10.0
KTIX,28.515,-80.799,11.0,1018.96,23.0,0.25,11.0,,30.0,10.0
KVCT,28.853,-96.919,31.0,1018.0,26.1,0.0,8.3,,170.0,12.0
KVNY,34.21,-118.49,245.0,1015.3,26.7,0.0,-3.3,,120.0,9.0
KW31,36.95,-78.183,162.0,1008.47,16.6,0.0,0.6,,280.0,5.0
KX07,27.9,-81.617,39.0,1018.29,25.0,0.0,14.0,,10.0,6.0
KXSA,37.867,-76.9,42.0,1007.11,15.9,0.0,0.6,,260.0,9.0
KXWA,48.267,-103.75,717.0,1004.74,0.0,0.5,-1.7,-SN,350.0,17.0
KYNG,41.261,-80.679,360.0,1008.3,6.1,0.75,-1.7,,260.0,15.0
SFAL,-51.686,-57.778,23.0,1000.0,9.0,0.25,3.0,,230.0,22.0
EDDF,50.033,8.571,113.0,1033.0,12.0,0.0,7.0,,180.0,6.0
EDDH,53.63,9.988,16.0,1029.0,12.0,0.25,8.0,,180.0,6.0
EDDK,50.866,7.143,99.0,1032.0,15.0,0.0,8.0,,160.0,6.0
EDDL,51.29,6.767,44.0,1031.0,13.0,0.0,8.0,,180.0,8.0
EDDM,48.354,11.786,447.0,1036.0,5.0,0.0,2.0,,0.0,0.0
EDDN,49.499,11.078,312.0,1035.0,9.0,0.0,4.0,,100.0,6.0
EDDS,48.69,9.222,419.0,1035.0,8.0,0.0,4.0,,nan,1.0
EDDV,52.461,9.685,54.0,1031.0,13.0,0.0,8.0,,180.0,4.0
EFJY,62.4,25.678,145.0,1022.0,-13.0,1.0,-15.0,-SN,130.0,5.0
EFKU,63.007,27.798,102.0,1024.0,-14.0,1.0,-16.0,-SN,140.0,7.0
EFHA,61.856,24.787,145.0,1021.0,-11.0,1.0,-12.0,,120.0,4.0
EFKK,63.721,23.143,25.0,1022.0,-9.0,1.0,-12.0,,150.0,5.0
EFPO,61.462,21.8,17.0,1022.0,-4.0,1.0,-4.0,-SHSN,90.0,4.0
EFJO,62.663,29.608,117.0,1025.0,-13.0,0.5,-15.0,-SN,160.0,12.0
EFMI,61.687,27.202,138.0,1023.0,-12.0,1.0,-15.0,-SN,90.0,7.0
EFSA,61.943,28.945,95.0,1025.0,-13.0,0.75,-16.0,-SHSN,150.0,6.0
EFSI,62.692,22.832,91.0,1021.0,-9.0,0.75,-11.0,,140.0,5.0
EFUT,60.896,26.938,100.0,1021.0,-10.0,1.0,-12.0,,130.0,11.0
EFET,68.363,23.424,306.0,1015.0,-14.0,0.0,-16.0,,180.0,5.0
EFKE,65.779,24.582,15.0,1022.0,-12.0,1.0,-14.0,-SN,140.0,5.0
EFKI,64.285,27.692,136.0,1022.0,-14.0,0.25,-17.0,,170.0,6.0
EFKS,65.988,29.239,263.0,1020.0,-14.0,1.0,-17.0,,210.0,7.0
EFKT,67.701,24.847,643.0,1018.0,-14.0,0.75,-16.0,-SHSN,210.0,7.0
EDDB,52.38,13.523,48.0,1032.0,10.0,0.0,7.0,,220.0,5.0
EDDC,51.133,13.767,226.0,1034.0,7.0,0.0,3.0,,210.0,8.0
EDDE,50.98,10.958,323.0,1034.0,10.0,0.0,6.0,,190.0,7.0
EDDG,52.135,7.685,52.0,1030.0,15.0,0.0,9.0,,190.0,6.0
EDDP,51.424,12.236,149.0,1033.0,11.0,0.0,7.0,,170.0,8.0
EDDR,49.215,7.11,320.0,1033.0,13.0,0.0,8.0,,200.0,5.0
EDDW,53.048,8.787,5.0,1029.0,11.0,0.0,8.0,,160.0,7.0
CYTE,64.23,-76.527,47.0,987.7,-13.0,0.25,-15.0,DRSN,280.0,15.0
BGSF,67.012,-50.712,53.0,1002.0,-9.0,0.0,-17.0,,80.0,9.0
BGBW,61.16,-45.426,26.0,998.0,-6.0,0.75,-16.0,,230.0,3.0
BGGH,64.191,-51.678,70.0,1001.0,-6.0,0.75,-11.0,,80.0,9.0
BGKK,65.567,-37.133,34.0,995.0,-1.0,0.5,-5.0,,nan,1.0
PABL,65.982,-161.149,7.0,1018.4,-28.3,0.5,-31.1,,0.0,0.0
KATT,30.317,-97.767,201.0,1016.6,25.0,0.0,11.1,,200.0,10.0
KAQP,45.217,-97.6,311.0,1002.71,5.0,0.5,-1.0,,120.0,10.0
KCIC,39.795,-121.858,73.0,1022.35,19.0,0.25,0.0,,310.0,27.0
KDVP,43.983,-95.783,495.0,1002.03,2.9,0.5,0.3,,130.0,9.0
KEMT,34.086,-118.035,90.0,1016.59,26.0,0.0,-4.0,,0.0,0.0
KFOZ,47.767,-93.65,411.0,1004.74,6.0,0.0,-7.0,,350.0,5.0
KORB,48.017,-92.867,397.0,1002.37,4.0,0.0,-6.0,,300.0,7.0
SBSG,-5.768,-35.376,83.0,1011.0,30.0,0.5,23.0,,130.0,14.0
K6R6,30.05,-102.217,701.0,1014.1,22.2,0.0,-0.6,,nan,nan
EGUW,52.127,0.956,87.0,1022.0,11.0,0.5,7.0,,190.0,13.0
MBPV,21.774,-72.266,5.0,1015.0,28.0,0.5,21.0,,120.0,5.0
KBAN,38.35,-119.517,2057.0,1024.6,7.8,0.0,-10.0,,0.0,0.0
KCDJ,39.817,-93.583,234.0,1010.3,15.0,0.0,5.0,,190.0,9.0
KNTD,34.12,-119.121,4.0,1017.0,20.0,0.25,2.2,,250.0,9.0
KREO,42.583,-117.867,1235.0,1024.3,7.8,0.0,-10.6,,240.0,13.0
FJDG,-7.313,72.411,3.0,1010.5,26.7,0.25,23.4,,300.0,11.0
OAMS,36.707,67.21,378.0,1016.0,11.0,0.5,9.0,,50.0,4.0
OJAM,31.973,35.992,773.0,1020.0,11.0,0.25,3.0,-RA,120.0,8.0
OPSK,27.722,68.792,58.0,1009.0,22.0,0.0,16.0,HZ,0.0,0.0
EGHQ,50.441,-4.995,119.0,1017.0,12.0,0.75,10.0,,180.0,24.0
EGLF,51.276,-0.776,65.0,1023.0,12.0,0.25,7.0,,190.0,15.0
EGCK,53.102,-4.338,0.0,1011.0,11.0,0.75,9.0,RA,180.0,27.0
EGTK,51.837,-1.32,82.0,1020.0,12.0,0.75,7.0,,200.0,17.0
EGPC,58.459,-3.093,39.0,998.0,8.0,0.0,5.0,,190.0,4.0
EGPE,57.542,-4.048,9.0,999.0,8.0,0.25,6.0,,nan,1.0
EGPL,57.481,-7.363,6.0,994.0,10.0,0.75,7.0,,180.0,22.0
EGPO,58.216,-6.331,13.0,995.0,8.0,1.0,6.0,,170.0,20.0
EGGW,51.875,-0.368,160.0,1021.0,12.0,0.75,7.0,,190.0,12.0
EGKB,51.331,0.032,183.0,1024.0,12.0,0.5,7.0,,190.0,18.0
EGLC,51.505,0.055,5.0,1023.0,14.0,0.0,7.0,,200.0,14.0
EGMD,50.956,0.939,3.0,1026.0,12.0,0.0,8.0,,200.0,17.0
EGSH,52.676,1.283,36.0,1022.0,12.0,0.75,6.0,,180.0,13.0
EGGP,53.334,-2.85,26.0,1013.0,12.0,0.5,11.0,,160.0,16.0
EGNH,53.772,-3.029,10.0,1012.0,11.0,0.75,10.0,-RA,180.0,17.0
EGNJ,53.574,-0.351,31.0,1016.0,13.0,0.0,8.0,,200.0,27.0
EGNM,53.866,-1.661,208.0,1013.0,12.0,0.75,8.0,-SHRA,170.0,20.0
EGNT,55.037,-1.692,81.0,1008.0,12.0,0.5,8.0,,200.0,14.0
EGNV,54.509,-1.429,37.0,1011.0,12.0,0.25,8.0,,170.0,15.0
EGNX,52.831,-1.328,94.0,1016.0,12.0,0.75,6.0,,190.0,21.0
ESKN,58.789,16.912,43.0,1024.0,-0.0,0.0,-1.0,,260.0,4.0
ESOE,59.224,15.038,57.0,1025.0,0.0,0.25,-0.0,BCFG,210.0,6.0
ESOK,59.445,13.337,107.0,1023.0,1.0,0.0,1.0,,190.0,6.0
ESOW,59.589,16.634,31.0,1024.0,2.0,0.0,1.0,,250.0,7.0
ESSA,59.652,17.919,61.0,1022.0,2.0,0.5,1.0,,260.0,5.0
ESSB,59.354,17.942,11.0,1023.0,3.0,0.25,2.0,,260.0,3.0
ESSD,60.422,15.515,161.0,1022.0,0.0,0.25,-0.0,,210.0,4.0
ESSP,58.586,16.251,8.0,1025.0,-1.0,0.0,-1.0,,230.0,2.0
ESSV,57.663,18.346,47.0,1025.0,4.0,0.0,1.0,,250.0,7.0
ESOH,60.02,13.579,145.0,1022.0,0.0,1.0,0.0,BR,0.0,0.0
FAPE,-33.985,25.617,60.0,1017.0,20.0,0.5,17.0,,260.0,8.0
EGBB,52.454,-1.748,99.0,1017.0,12.0,0.0,7.0,,180.0,17.0
EGCC,53.354,-2.275,78.0,1014.0,12.0,0.75,9.0,-RA,190.0,10.0
EGKK,51.148,-0.19,62.0,1024.0,13.0,0.75,8.0,,190.0,11.0
EGLL,51.471,-0.462,24.0,1023.0,13.0,0.5,7.0,,190.0,17.0
EGPF,55.872,-4.433,8.0,1003.0,12.0,0.75,9.0,-RA,200.0,22.0
EGPH,55.95,-3.372,41.0,1004.0,11.0,0.0,9.0,-RA,190.0,18.0
EGPK,55.509,-4.587,20.0,1003.0,11.0,0.0,9.0,-RA,190.0,24.0
EGSS,51.885,0.235,106.0,1022.0,12.0,1.0,7.0,,180.0,17.0
EGCN,53.481,-1.011,17.0,1016.0,13.0,1.0,7.0,,180.0,21.0
ESNG,67.132,20.815,310.0,1016.0,-19.0,0.0,-21.0,,290.0,4.0
ESNK,63.049,17.769,19.0,1021.0,-1.0,0.0,-1.0,FZFG,140.0,2.0
ESNN,62.528,17.444,10.0,1021.0,-2.0,1.0,-2.0,FZFG,nan,2.0
ESNO,63.408,18.99,103.0,1020.0,-1.0,1.0,-1.0,BR,120.0,3.0
ESNQ,67.822,20.337,452.0,1013.0,-14.0,0.25,-16.0,,230.0,6.0
ESNS,64.625,21.077,49.0,1021.0,-7.0,1.0,-8.0,,310.0,1.0
ESNU,63.792,20.283,14.0,1021.0,-4.0,1.0,-4.0,,310.0,1.0
ESNZ,63.194,14.5,370.0,1016.0,1.0,0.0,-1.0,,130.0,12.0
EGAA,54.658,-6.216,81.0,1002.0,12.0,0.0,9.0,,180.0,15.0
EGAC,54.618,-5.872,5.0,1002.0,9.0,0.0,7.0,,170.0,12.0
EGPA,58.958,-2.905,21.0,998.0,7.0,0.0,4.0,,210.0,13.0
EGPD,57.202,-2.198,65.0,1002.0,10.0,0.75,8.0,,180.0,22.0
EGFF,51.397,-3.343,67.0,1018.0,12.0,0.5,8.0,,200.0,16.0
EGGD,51.383,-2.719,189.0,1018.0,12.0,0.5,7.0,,nan,22.0
EGHH,50.78,-1.842,11.0,1022.0,11.0,0.25,8.0,,200.0,18.0
EGJB,49.435,-2.602,102.0,1024.0,11.0,0.25,8.0,,180.0,18.0
EGJJ,49.208,-2.196,84.0,1025.0,10.0,0.25,7.0,,170.0,17.0
KNRB,30.391,-81.425,5.0,1018.4,21.7,0.25,0.6,,330.0,6.0
ESCF,58.402,15.526,117.0,1025.0,2.0,0.0,0.0,,230.0,6.0
ESDF,56.267,15.265,74.0,1028.0,5.0,0.5,5.0,MIFG,0.0,0.0
ESIB,58.426,12.714,74.0,1024.0,2.0,0.75,2.0,,170.0,6.0
ESPA,65.544,22.122,34.0,1020.0,-13.0,1.0,-14.0,-SHSN,0.0,0.0
ESPE,65.875,20.15,182.0,1019.0,-17.0,0.0,-18.0,,260.0,3.0
ESSL,58.406,15.681,52.0,1026.0,-1.0,0.0,-2.0,,0.0,0.0
ESIA,58.514,14.507,94.0,1025.0,2.0,0.75,1.0,,200.0,5.0
ESCM,59.897,17.589,41.0,1023.0,2.0,0.0,2.0,,280.0,4.0
KN60,47.65,-101.433,582.0,1002.8,1.7,0.0,-0.6,,50.0,8.0
KP69,46.15,-115.6,480.0,1025.4,1.7,0.0,0.6,,20.0,3.0
KNFW,32.769,-97.441,198.0,1011.1,27.8,0.25,6.1,,200.0,18.0
KCQT,34.017,-118.283,56.0,1015.6,25.6,0.0,-4.4,,nan,3.0
KGFL,43.341,-73.61,103.0,1000.4,0.6,0.25,-1.1,-SN,170.0,5.0
KGGW,48.213,-106.615,694.0,1011.1,2.8,0.75,-2.8,,320.0,13.0
KGLR,45.014,-84.704,407.0,1004.0,6.1,0.25,-2.8,,270.0,13.0
KGLS,29.265,-94.86,6.0,1019.8,19.4,0.0,11.1,,160.0,12.0
KHIE,44.367,-71.55,318.0,998.0,2.8,1.0,-3.9,,270.0,5.0
KHLC,39.367,-99.008,669.0,1005.0,22.2,0.0,-6.7,,200.0,14.0
KHRL,26.229,-97.654,10.0,1017.2,27.8,0.25,15.0,,150.0,12.0
KHUT,38.065,-97.861,467.0,1007.3,20.0,0.0,-2.8,,160.0,13.0
KIAD,38.944,-77.456,93.0,1006.6,13.3,0.5,2.2,,290.0,20.0
KIEN,43.033,-102.517,998.0,1007.3,8.9,1.0,-1.1,,270.0,4.0
KIJD,41.744,-72.18,75.0,1001.4,2.8,0.5,0.0,,200.0,6.0
KIOW,41.639,-91.547,198.0,1010.8,6.7,0.0,-1.1,,190.0,5.0
KIWA,33.308,-111.655,412.0,1016.26,22.0,0.75,-7.0,,290.0,5.0
KLAA,38.07,-102.688,1119.0,1003.0,19.4,0.0,-8.3,,290.0,9.0
KLHX,38.05,-103.509,1277.0,1002.0,19.4,0.0,-3.9,,nan,3.0
KLWC,39.011,-95.217,253.0,1008.7,20.0,0.0,2.2,,180.0,8.0
KMBG,45.547,-100.408,510.0,1001.7,10.6,0.0,1.1,,310.0,13.0
KMDH,37.778,-89.252,130.0,1014.0,17.2,0.0,2.2,,170.0,7.0
KMEB,34.783,-79.367,67.0,1012.9,18.9,0.0,0.6,,270.0,13.0
KMFD,40.821,-82.517,395.0,1010.7,5.6,0.0,0.0,,260.0,15.0
KMHE,43.775,-98.039,397.0,1001.2,13.9,0.25,0.0,,280.0,13.0
KMHK,39.141,-96.671,317.0,1006.8,22.8,0.0,-1.7,,210.0,16.0
KMKE,42.947,-87.897,206.0,1009.2,8.3,0.25,-1.1,,230.0,9.0
KMLF,38.417,-113.017,1534.0,1020.1,10.6,0.0,-3.9,,20.0,12.0
KMLI,41.449,-90.507,184.0,1010.6,7.2,0.0,-1.7,,220.0,7.0
KMSS,44.936,-74.846,66.0,998.7,1.1,0.75,-1.1,-RA,210.0,8.0
KMWH,47.208,-119.32,362.0,1027.5,10.0,0.0,-3.3,,260.0,7.0
PATA,65.002,-152.1,67.0,1022.5,-32.8,0.0,-35.6,,0.0,0.0
KABI,32.411,-99.682,548.0,1010.7,25.6,0.0,0.6,,210.0,17.0
KABQ,35.04,-106.609,1618.0,1014.5,12.2,0.25,-7.2,,nan,3.0
KAFN,42.8,-73.2,313.0,999.8,2.8,0.25,-1.7,,210.0,6.0
KAQW,42.7,-73.002,199.0,1000.0,2.8,1.0,-2.8,,250.0,8.0
KARR,41.767,-88.483,215.0,1011.2,4.4,0.25,-0.6,,240.0,4.0
KATL,33.637,-84.428,296.0,1016.9,20.6,0.0,-2.2,,310.0,13.0
KBDR,41.164,-73.126,7.0,1002.1,3.3,0.5,1.7,,220.0,9.0
KBIS,46.773,-100.746,505.0,1002.2,7.2,0.25,1.1,,280.0,14.0
KBLF,37.296,-81.208,873.0,1011.5,11.1,0.0,-3.3,,310.0,16.0
KBLH,33.619,-114.717,119.0,1016.2,21.7,0.0,-5.0,,0.0,0.0
KBLU,39.283,-120.7,1609.0,1020.1,12.8,0.0,-19.4,,nan,6.0
KBML,44.583,-71.183,345.0,997.9,3.3,1.0,-3.9,,330.0,4.0
KBYI,42.543,-113.772,1264.0,1022.8,5.0,0.75,-7.8,,260.0,18.0
KCFV,37.094,-95.572,225.0,1009.8,21.1,0.0,-1.1,,190.0,11.0
KCID,41.885,-91.711,264.0,1009.8,4.4,0.0,-1.1,,160.0,3.0
KCKV,36.622,-87.415,165.0,1015.3,18.9,0.0,2.2,,240.0,7.0
KCLT,35.214,-80.943,220.0,1013.0,18.9,0.0,1.1,,240.0,13.0
KCNU,37.669,-95.485,297.0,1010.0,19.4,0.0,2.8,,190.0,4.0
KCQX,41.683,-71.167,19.0,1002.0,3.9,0.75,-1.1,,240.0,8.0
KCVG,39.049,-84.668,269.0,1013.6,10.6,0.0,-1.7,,300.0,11.0
KDCA,38.852,-77.038,18.0,1006.3,15.0,0.75,1.7,,290.0,18.0
KDDC,37.763,-99.966,789.0,1005.5,21.1,0.0,-7.2,,180.0,22.0
KDDH,42.9,-73.25,244.0,999.8,1.1,0.25,-0.6,-SN,0.0,0.0
KDPA,41.908,-88.249,231.0,1011.3,5.0,0.0,-1.1,,250.0,8.0
KDVN,41.617,-90.583,230.0,1011.1,6.1,0.75,-1.7,,260.0,3.0
KFIN,29.467,-81.2,10.0,1019.3,18.0,0.0,8.0,,70.0,10.0
KFIT,42.554,-71.759,103.0,999.9,5.0,0.5,-2.8,,240.0,9.0
KGAG,36.3,-99.767,668.0,1007.4,21.7,0.0,-6.7,,210.0,20.0
KOKB,33.217,-117.354,8.0,1016.0,21.1,0.0,3.3,,250.0,10.0
KOKC,35.393,-97.601,390.0,1009.4,20.0,0.5,-1.1,,190.0,15.0
KOMA,41.303,-95.894,312.0,1005.6,6.7,0.25,0.0,,160.0,12.0
KORE,42.567,-72.283,164.0,1000.2,2.8,0.5,-1.1,,190.0,11.0
KOWA,44.117,-93.25,350.0,1005.76,3.0,0.5,-1.0,,130.0,7.0
KPIR,44.383,-100.286,526.0,1002.3,12.8,1.0,-2.2,,310.0,23.0
KPSX,28.728,-96.251,5.0,1019.0,21.7,0.0,16.7,,180.0,11.0
KPWK,42.114,-87.901,203.0,1011.2,7.8,0.0,-0.6,,230.0,11.0
KPYM,41.909,-70.729,43.0,1000.5,5.6,0.75,-2.2,,230.0,13.0
KRVS,36.04,-95.985,200.0,1010.2,22.2,0.0,2.8,,160.0,12.0
KSGF,37.246,-93.389,390.0,1010.8,20.6,0.0,0.6,,180.0,13.0
KSPI,39.844,-89.678,181.0,1012.3,13.3,0.0,1.1,,0.0,0.0
KSPS,33.989,-98.492,308.0,1009.7,25.6,0.0,3.3,,210.0,17.0
KSPW,43.166,-95.203,403.0,1004.2,3.9,0.0,-0.6,,160.0,10.0
KSUX,42.403,-96.384,338.0,1004.3,6.1,0.0,-0.6,,200.0,12.0
KTAN,41.874,-71.017,7.0,1000.6,6.1,0.75,-2.8,,230.0,7.0
KTOL,41.587,-83.808,210.0,1009.7,6.7,0.0,-0.6,,260.0,12.0
KTRM,33.627,-116.16,-35.0,1015.2,27.8,0.0,-8.9,,0.0,0.0
KUNO,36.883,-91.9,372.0,1013.0,20.0,0.0,0.6,,220.0,9.0
KVTN,42.858,-100.548,788.0,1004.06,12.2,0.0,1.7,,300.0,17.0
EGQL,56.373,-2.868,12.0,1003.0,10.0,1.0,9.0,RA,200.0,22.0
EGUB,51.616,-1.096,63.0,1020.0,13.0,0.0,7.0,,180.0,27.0
EGNS,54.083,-4.624,17.0,1008.0,10.0,0.75,10.0,RADZ,200.0,25.0
SBPV,-8.709,-63.902,88.0,1008.0,25.0,0.5,24.0,,330.0,3.0
SBPB,-2.894,-41.732,5.0,1009.0,29.0,0.75,25.0,,50.0,8.0
ZMUB,47.843,106.767,1330.0,1015.0,-17.0,0.0,-19.0,,nan,2.0
YCBA,-31.538,145.794,221.0,1014.0,13.0,0.0,2.0,//,180.0,5.0
CYNA,50.19,-61.789,11.0,997.5,-1.0,1.0,-3.0,-SN,70.0,9.0
KP68,39.6,-116.267,1809.0,1022.7,7.2,0.0,-3.9,,320.0,7.0
KCQC,35.583,-105.007,2160.0,1013.5,8.9,0.0,-8.3,,280.0,20.0
GVNP,14.925,-23.493,70.0,1015.0,22.0,0.0,17.0,,20.0,17.0
OBBI,26.271,50.634,2.0,1018.0,20.0,0.0,13.0,,330.0,13.0
GVAC,16.741,-22.949,55.0,1015.0,21.0,0.25,17.0,,40.0,13.0
EGDY,51.009,-2.639,23.0,1021.0,13.0,0.25,7.0,,190.0,22.0
EGVO,51.234,-0.943,123.0,1022.0,13.0,0.0,6.0,,180.0,22.0
UBBL,38.746,48.818,10.0,1028.0,5.0,1.0,2.0,-RA,20.0,7.0
TXKF,32.364,-64.679,6.0,1014.0,20.0,0.5,18.0,,220.0,24.0
KJBR,35.832,-90.646,79.0,1015.4,18.3,0.0,3.9,,180.0,8.0
MMCE,18.654,-91.799,2.0,1016.26,27.0,0.25,22.0,,360.0,8.0
MMCZ,20.522,-86.926,5.0,1016.26,29.0,0.5,21.0,,50.0,8.0
MMPQ,17.533,-92.015,61.0,1012.53,28.0,0.5,21.0,,0.0,0.0
ENMS,65.784,13.215,70.0,1014.0,-1.0,0.0,-2.0,,nan,2.0
ENRM,64.838,11.146,14.0,1010.0,5.0,0.0,-0.0,,100.0,10.0
ENST,65.957,12.469,17.0,1011.0,3.0,0.25,1.0,,nan,4.0
ENVD,70.065,29.845,39.0,1014.0,-9.0,0.5,-13.0,-DRSN,250.0,18.0
ESKM,60.958,14.511,193.0,1021.0,3.0,0.0,2.0,/////////,210.0,4.0
ESNV,64.579,16.834,348.0,1017.0,-14.0,0.25,-16.0,,nan,1.0
ESST,60.158,12.991,120.0,1022.0,0.0,0.75,0.0,BR,nan,2.0
ESUP,67.246,23.069,165.0,1018.0,-14.0,0.0,-15.0,,160.0,3.0
ESND,62.048,14.423,359.0,1019.0,-2.0,0.25,-2.0,,80.0,5.0
EBAW,51.189,4.46,14.0,1028.0,15.0,0.0,9.0,,170.0,10.0
EBBR,50.901,4.484,58.0,1029.0,14.0,0.0,9.0,,190.0,9.0
EBCI,50.459,4.454,192.0,1030.0,14.0,0.0,8.0,,180.0,8.0
EBLG,50.637,5.443,178.0,1031.0,14.0,0.0,8.0,,180.0,10.0
EBOS,51.199,2.862,5.0,1027.0,13.0,0.0,9.0,,180.0,11.0
ELLX,49.623,6.204,379.0,1033.0,13.0,0.25,8.0,,190.0,5.0
ENBV,70.871,29.034,13.0,1010.0,-5.0,0.75,-8.0,DRSN,250.0,21.0
ENHF,70.68,23.669,81.0,1011.0,-2.0,0.5,-5.0,,230.0,10.0
ENRA,66.364,14.301,70.0,1015.0,-4.0,0.25,-7.0,,nan,2.0
ENBS,70.601,29.691,10.0,1010.0,-12.0,0.5,-15.0,DRSN,220.0,21.0
ENHK,70.487,22.14,10.0,1011.0,-1.0,0.75,-3.0,-SHSN,100.0,6.0
ENHV,71.01,25.984,14.0,1011.0,-3.0,0.75,-4.0,,170.0,16.0
ENNM,64.472,11.579,2.0,1012.0,3.0,0.25,-0.0,,90.0,15.0
KNUI,38.15,-76.433,7.0,1006.4,16.1,0.0,3.9,,270.0,9.0
KBPT,29.951,-94.021,5.0,1019.5,21.7,0.0,6.7,,170.0,12.0
KBRD,46.398,-94.138,372.0,1005.4,3.9,1.0,-3.3,,0.0,0.0
KBRG,34.65,-106.833,1585.0,1016.59,12.8,0.0,-8.7,,170.0,4.0
KBRL,40.783,-91.126,211.0,1011.2,7.2,0.0,0.6,,180.0,8.0
KBRO,25.907,-97.426,7.0,1017.6,27.2,0.25,15.0,,140.0,9.0
KBTL,42.307,-85.252,290.0,1009.3,7.2,0.0,-2.8,,280.0,17.0
KBTM,45.955,-112.497,1688.0,1017.3,-1.7,0.25,-10.6,,310.0,9.0
KBTR,30.533,-91.15,21.0,1019.7,21.7,0.0,-2.2,,150.0,4.0
KBUR,34.201,-118.359,217.0,1015.2,23.9,0.0,-7.2,,120.0,7.0
KBVO,36.767,-96.017,210.0,1009.5,21.1,0.0,2.8,,170.0,9.0
KBVY,42.584,-70.916,28.0,999.2,6.7,0.75,-3.9,,240.0,10.0
KBWG,36.965,-86.42,168.0,1015.5,16.7,0.0,2.8,,nan,5.0
KBYG,44.383,-106.717,1497.0,1009.3,0.6,1.0,-8.9,,350.0,17.0
KCAG,40.005,-107.517,1887.0,1018.6,5.0,0.0,-3.9,,270.0,7.0
KCCR,37.99,-122.057,11.0,1019.3,25.6,0.0,-4.4,,360.0,9.0
KCDC,37.701,-113.099,1714.0,1017.7,12.2,0.0,-7.8,,360.0,9.0
